ts_code,concept,business,q_np_change
300188.SZ,"区块链,网络安全,创业成份,智慧城市,知识产权,智慧政务,大数据,军工,其他软件服务,创业板综,2025规划,鸿蒙概念,智能机器,人工智能,国家安防,无人机,国产软件","电子数据取证产品和网络信息安全产品两大产品系列,以及电子数据鉴定服务和互联网数字知识产权保护服务两大服务体系。",20.10%
002690.SZ,"医疗器械,其他专用机械,智能机器,养老金,食品安全",从事光电检测与分级专用设备及其应用软件研发、生产和销售。,270.20%
002303.SZ,"区块链,军民融合,工业大麻,电商概念,快递概念,深圳特区,人造肉,包装印刷,节能环保","主要从事运输包装产品、精品包装产品、标签产品、电子功能材料模切产品及创意健康纸家具产品的研发、生产与销售,并为客户提供包装产品设计、包装方案优化、包装材料第三方采购与包装产品物流配送、供应商库存管理以及现场辅助包装作业等包装一体化深度服务。",-7.10%
002856.SZ,"纾困概念,深圳特区,装修装饰",建筑装饰工程的设计与施工,106.70%
300355.SZ,"海绵城市,环保,大数据,创业板综,水利建设,节能环保",草原、沙地、矿山、盐碱地、荒废弃地、市政园林、海绵城市、运动草坪、城市绿地等环境治理修复业务,94.00%
002918.SZ,"陶瓷",高品质建筑陶瓷产品研发、生产和销售,37.10%
300876.SZ,"创业板综,次新股,其他纤维,锂电池","公司专业从事聚丙烯纤维的研发、生产和销售,聚丙烯纤维商品名为丙纶。",8.10%
688311.SH,"军工,北斗导航,通信终端设备,次新股,国家安防,养老金",卫星导航和卫星通信终端设备研发、制造、销售和技术服务的高新技术企业,64.20%
603313.SH,"独角兽,智能家居,家具制造",记忆绵床垫、枕头及其他家居制品的研发、生产及销售,-77.80%
002397.SZ,"口罩,二胎概念,新零售,电商概念,智能家居,工业4.0,网红直播,家纺",主要从事以床上用品为主的家用纺织品的研发、设计、生产和销售。,30.40%
002123.SZ,"区块链,物联网,纾困概念,数据中心,东北振兴,华为概念,超清视频,云计算,远程办公,鸿蒙概念,5G概念,通信配套服务,RCS概念",移动互联网云通信服务业务和大功率电力电子设备的设计和制造业务,783.80%
603713.SH,"物流","公司主营现代物流业,属于生产性服务业,作为专业化工供应链服务商,提供以货运代理、仓储和运输为核心的一站式综合物流服务,以及化工品交易服务",50.20%
600882.SH,"乳制品,乳业",以奶酪、液态奶为核心的特色乳制品的研发、生产和销售,211.70%
300656.SZ,"国产芯片,半导体,无人驾驶,创业板综,深圳特区,专用计算机设备,移动支付,氮化镓,无人机","主要从事条码识别设备的研发、生产和销售业务,以及在半导体业务领域从事电子元器件代理分销业务。",85.80%
600235.SH,"长江三角,创投,造纸",纸浆、纸和纸制品的制造和销售。,94.10%
002234.SZ,"养殖,生态农业,鸡肉概念","父母代肉种鸡的饲养、商品代肉鸡苗的生产与销售;商品代肉鸡的饲养与屠宰加工;饲料、鸡肉制品的生产与销售;利用鸡粪进行沼气发电,并利用沼气发电的副产品开展有机肥的生产与销售。",-10.70%
000416.SZ,"智慧城市,壳资源,参股期货,国家安防,其他非银行金融",股权投资、资产管理、资本经营及相关咨询与服务。,-115.50%
600016.SH,"股份制与城商行",吸收社会公众存款、发放短期和中长期贷款、结算、办理票据贴现、发行金融债券、代理发行、代理兑付及承销政府债券、买卖政府债券、同业拆借等。,-11.70%
000993.SZ,"独角兽,小金属,核能核电,风能,水电,新能源,稀土永磁,锂电池,碳交易",电力生产和电力开发。,19.30%
002578.SZ,"铝,新能源车",从事各种铝型材产品的设计研发、生产和销售。,106.10%
688286.SH,"国产芯片,半导体,无线耳机,物联网,传感器,电子烟,次新股,人工智能,其他电子器件",MEMS传感器的研发、生产和销售。,-42.60%
002919.SZ,"网络游戏,化妆品概念,日用化学品",研发、生产、销售健康护理用品,1648.10%
002830.SZ,"装修装饰,深圳特区,网红直播",为中高端客户提供集原创设计、工程施工、木制品定制、装饰材料选购为一体的家居综合服务。,33.70%
300506.SZ,"智慧城市,LED,专业工程,创业板综,深圳特区,节能环保",照明工程业务及与之相关的照明工程设计、照明产品的研发、生产、销售及合同能源管理,191.10%
002932.SZ,"医疗器械,生物医药,病毒防治,体外诊断",POCT快速诊断试剂与快速检测仪器的自主研发、生产和销售,13474.50%
688560.SH,"其他橡胶制品,次新股,太阳能,锂电池","新型复合膜材料的研发,生产和销售",-27.80%
002574.SZ,"珠宝首饰,黄金概念,电商概念,租售同权","珠宝首饰的设计、生产和销售,主要产品包括黄金饰品、铂金饰品及镶嵌饰品。",270.60%
601677.SH,"特高压,充电桩,铁路基建,军工,新能源车,5G概念,新能源,铝",铝板带箔产品的生产和销售。,221.30%
688699.SH,"国产芯片,LED,集成电路,深圳特区,次新股,MiniLED",集成电路的研发设计、封装测试和销售,417.30%
605068.SH,"养老金,次新股,服饰辅料",汽车革的研发、清洁生产和销售,90.50%
600101.SH,"水电,天然气,成渝特区","电力生产、销售,电力设备的生产、安装、销售和电力技术咨询;自来水生产、销售,以及宾馆服务等。",30.90%
300739.SZ,"电子元件,股权激励,创业板综,深圳特区,PCB",印制电路板(PCB)研发、生产和销售,-60.00%
601615.SH,"国产芯片,风能,新能源,其他电气设备","新能源高端装备制造,新能源电站投资运营及智能管理业务",58.70%
603728.SH,"LED,电机,国家安防,华为概念,5G概念",控制电机及其驱动系统、LED智能照明控制与驱动产品、设备状态管理产品和系统、电源电控产品的研发、制造与销售;继电器代理贸易,338.70%
002902.SZ,"5G概念,华为概念,其他电子器件",研发、生产及销售于一体的主要从事网络通信领域内通信磁性元器件、通信光电部件、通信供电系统设备及通信电源适配器的高新技术产品制造商,66.30%
000700.SZ,"养老概念,汽车零部件,特斯拉,长江三角","汽车板块,医疗产业,对外投资",126.30%
002451.SZ,"充电桩,创投,风能,5G概念,新能源,电线电缆",特种电线电缆的研发、生产和销售业务。,123.10%
600543.SH,"农业种植,生态农业,降解塑料,葡萄酒","莫高系列葡萄酒类生产、批发;葡萄原料、脱毒苗木、种条的繁育、销售;化学药品、原料药及制剂、中药制剂(仅限分支机构生产经营);啤酒原料、花卉林木、农作物种子、饲草的种植、加工,中草药种植,畜牧养殖及畜产品加工,农业科技开发、咨询服务、培训,农副产品(不含粮食批发)及加工机械的批发零售;自营和代理各类商品及技术的进出口业务(国家限定或禁止的除外),进料加工和""三来一补"",对口贸易、转口贸易。",18.60%
002745.SZ,"半导体,LED,MiniLED,MicroLED,小米概念","公司是国内LED封装及应用产品的主要供应商,主营业务是 LED发光二极管等封装产品及LED液晶显示、LED发光系列产品等应用产品的 研发、生产和销售。",1122.40%
603908.SH,"电商概念,体育产业,其他纺织",从事露营帐篷、户外服饰及其他户外用品研发设计、生产和销售,41.80%
002714.SZ,"乡村振兴,猪肉概念,养殖","生猪的养殖与销售,主要产品为仔猪、种猪、商品猪。",66.00%
300198.SZ,"海绵城市,共享经济,其他建材,核能核电,新能源车,创业板综,水利建设","研发、生产和销售高密度聚乙烯(HDPE)缠绕增强管及配套管件、新能源汽车混合动力总成、纯电动总成及汽车配件,以及为高密度聚乙烯(HDPE)缠绕增强管的设计和施工提供技术支持服务、新能源汽车租赁、销售及运营服务。",87.60%
002825.SZ,"口罩,包装印刷,创投",从事数码喷印材料的研发、生产和销售,151.90%
002180.SZ,"国产芯片,半导体,物联网,集成电路,智能电网","研究、开发、设计、生产和销售各种类集成电路产品及组件、计算机外设及其部件、相关软件产品;提供信息及网络产品硬件、软件、服务和解决方案;研发、生产、加工和销售自产的激光硒鼓、碳粉、墨盒、墨水、墨盒外壳、色带、带框、电脑外设等打印机耗材及上述产品的配件产品,回收喷墨盒、回收激光打印机碳粉盒的灌装加工和销售,以及上述产品的配件产品的加工和销售;投资及管理。",3404.70%
300818.SZ,"矿山冶金机械,新材料,创业板综","公司是一家集研发、生产、销售和服务于一体的重型矿山选矿装备及其新材料耐磨备件专业制造企业,为客户提供重型选矿装备优化,选矿工艺流程设计、咨询和优化等增值服务。",1072.30%
000012.SZ,"特斯拉,口罩,深圳特区,粤港自贸,光伏建筑一体化,玻璃,太阳能,雄安新区,OLED,新能源","平板玻璃、工程玻璃等节能建筑材料,硅材料、光伏组件等可再生能源产品及超薄电子玻璃等新型材料和高科技产品的生产、制造和销售",462.70%
300346.SZ,"股权激励,中芯概念,LED,半导体,半导体材料,创业板综,工业气体,光刻胶,OLED,氮化镓,新材料",MO源产品业务、高纯特种电子气体产品业务、光刻胶及配套材料业务、ALD前驱体产品业务,245.30%
300864.SZ,"高送转,环保,创业板综,次新股,节能环保,碳交易",环境技术服务、环境工程服务,9.80%
300068.SZ,"小金属,特斯拉,数据中心,储能设备,创业板综,新能源车,氢能源,燃料电池,锂电池,华为概念,长江三角,阿里概念,石墨烯,5G概念",化学电源、新能源储能产品的研究、开发、制造和销售,-75.40%
603506.SH,"房地产服务,垃圾分类","提供综合物业服务,提供的服务具体分为物业服务与增值服务,其中物业服务包括包干制物业管理服务、酬金制物业管理服务、案场服务和顾问咨询服务;增值服务包括清洁、家政服务、绿化养护、入室维修等服务。",11.20%
601900.SH,"平面媒体,在线教育,数字阅读","出版业务,发行业务,印刷业务,物资贸易,投资业务",35.80%
600029.SH,"航空,油价相关,免税概念,通用航空","国内和经批准的国际、地区航空客、货、邮、行李运输业务,通用航空业务等。",28.10%
000920.SZ,"其他化学制品,铁路基建,节能环保,新材料",复合反渗透膜业务、棕纤维相关业务及其他股权管理相关业务。,241.30%
002553.SZ,"国产芯片,电商概念,汽车零部件,新能源车","主要从事滚针轴承、超越离合器、单向滑轮总成等的研发、制造和销售,产品主要用于汽车行业、摩托车行业、电动工具以及其他工业领域。",31.30%
600250.SH,"长江三角,贸易,创投",纺织品进出口、代理进出口业务。,-171.90%
300004.SZ,"其他专用机械,核能核电,3D打印,创业板综",通风与空气处理系统设计和产品开发、制造与销售。,23.40%
000737.SZ,"小金属,日用化学品,稀缺资源,新材料",生产销售工业无机盐系列产品、日用化工系列产品、医药产品、化肥系列产品。,132.30%
600282.SH,"可燃冰,创投,普钢,长江三角,智能机器,人工智能,节能环保,养老金,工业互联","黑色金属冶炼及压延加工,钢材、钢坯及其他金属材料销售;焦炭及副产品(焦油、硫铵、轻苯、重苯)生产。",100.00%
002305.SZ,"房地产开发,租售同权","从事以商业地产为引导的综合性物业开发,通过开发和运营商业物业,并与其他类型物业形成协同效应,相互提升各种类型物业的价值,实现土地“集约利用”。",24.80%
